ID,Type
g__Thermosediminibacter;s__Thermosediminibacter oceani,Microbe
g__Coprothermobacter;s__Coprothermobacter proteolyticus,Microbe
g__Thermodesulfobium;s__Thermodesulfobium narugense,Microbe
g__Coprobacillus;s__Coprobacillus sp. CAG:183,Microbe
g__Erysipelothrix;s__Erysipelothrix rhusiopathiae,Microbe
g__Limnochorda;s__Limnochorda pilosa,Microbe
g__Negativicoccus;s__Negativicoccus succinicivorans,Microbe
g__Veillonella;s__Veillonella sp. DNF00869,Microbe
g__Anaerococcus;s__Anaerococcus sp. SB3,Microbe
g__Anaerococcus;s__Anaerococcus vaginalis,Microbe
g__Helcococcus;s__Helcococcus kunzii,Microbe
g__Parvimonas;s__Parvimonas sp. KA00067,Microbe
g__Parvimonas;s__Parvimonas sp. oral taxon 393,Microbe
g__Peptoniphilus;s__Peptoniphilus coxii,Microbe
g__Peptoniphilus;s__Peptoniphilus harei,Microbe
g__Peptoniphilus;s__Peptoniphilus indolicus,Microbe
g__Peptoniphilus;s__Peptoniphilus obesi,Microbe
g__Peptoniphilus;s__Peptoniphilus sp. BV3AC2,Microbe
g__Peptoniphilus;s__Peptoniphilus sp. ChDC B134,Microbe
g__Peptoniphilus;s__Peptoniphilus sp. ING2-D1G,Microbe
g__Peptoniphilus;s__Peptoniphilus sp. KHD4,Microbe
g__Peptoniphilus;s__Peptoniphilus sp. oral taxon 375,Microbe
g__Peptoniphilus;s__Peptoniphilus sp. oral taxon 386,Microbe
g__Peptoniphilus;s__Peptoniphilus timonensis,Microbe
g__Fusobacterium;s__Fusobacterium sp. CAG:649,Microbe
g__Fusobacterium;s__Fusobacterium sp. CM1,Microbe
g__Fusobacterium;s__Fusobacterium sp. CM21,Microbe
g__Fusobacterium;s__Fusobacterium sp. HMSC064B11,Microbe
g__Fusobacterium;s__Fusobacterium sp. HMSC064B12,Microbe
g__Fusobacterium;s__Fusobacterium sp. HMSC065F01,Microbe
g__Fusobacterium;s__Fusobacterium sp. oral taxon 370,Microbe
g__Leptotrichia;s__Leptotrichia hofstadii,Microbe
g__Leptotrichia;s__Leptotrichia sp. oral taxon 215,Microbe
g__Leptotrichia;s__Leptotrichia sp. oral taxon 225,Microbe
g__Leptotrichia;s__Leptotrichia sp. oral taxon 879,Microbe
g__Oceanivirga;s__Oceanivirga salmonicida,Microbe
g__Sneathia;s__Sneathia amnii,Microbe
g__Streptobacillus;s__Streptobacillus felis,Microbe
g__Gemmatimonas;s__Gemmatimonas aurantiaca,Microbe
g__Ignavibacterium;s__Ignavibacterium album,Microbe
g__Nitrospina;s__Nitrospina sp. SCGC_AAA799_A02,Microbe
g__Candidatus Magnetobacterium;s__Candidatus Magnetobacterium bavaricum,Microbe
g__Candidatus Magnetoovum;s__Candidatus Magnetoovum chiemensis,Microbe
g__Nitrospira;s__Nitrospira defluvii,Microbe
g__Nitrospira;s__Nitrospira moscoviensis,Microbe
g__Thermodesulfovibrio;s__Thermodesulfovibrio sp. N1,Microbe
g__Thermodesulfovibrio;s__Thermodesulfovibrio sp. RBG_19FT_COMBO_41_18,Microbe
g__Thermodesulfovibrio;s__Thermodesulfovibrio sp. RBG_19FT_COMBO_42_12,Microbe
g__Candidatus Brocadia;s__Candidatus Brocadia fulgida,Microbe
g__Candidatus Brocadia;s__Candidatus Brocadia sinica,Microbe
g__Candidatus Brocadia;s__Candidatus Brocadia sp. 40,Microbe
g__Candidatus Kuenenia;s__Candidatus Kuenenia stuttgartiensis,Microbe
g__Candidatus Scalindua;s__Candidatus Scalindua brodae,Microbe
g__Candidatus Scalindua;s__Candidatus Scalindua sp. BSI-1,Microbe
g__Zavarzinella;s__Zavarzinella formosa,Microbe
g__Rhodopirellula;s__Rhodopirellula baltica,Microbe
g__Rhodopirellula;s__Rhodopirellula europaea,Microbe
g__Rhodopirellula;s__Rhodopirellula islandica,Microbe
g__Rhodopirellula;s__Rhodopirellula maiorica,Microbe
g__Schlesneria;s__Schlesneria paludicola,Microbe
g__Acidithiobacillus;s__Acidithiobacillus caldus,Microbe
g__Acidithiobacillus;s__Acidithiobacillus ferrivorans,Microbe
g__Acidithiobacillus;s__Acidithiobacillus thiooxidans,Microbe
g__Brevundimonas;s__Brevundimonas abyssalis,Microbe
g__Brevundimonas;s__Brevundimonas sp. BAL3,Microbe
g__Caulobacter;s__Caulobacter henricii,Microbe
g__Caulobacter;s__uncultured Caulobacter sp.,Microbe
g__Kiloniella;s__Kiloniella laminariae,Microbe
g__Kordiimonas;s__Kordiimonas gwangyangensis,Microbe
g__Candidatus Pelagibacter;s__Candidatus Pelagibacter sp. IMCC9063,Microbe
g__Aureimonas;s__Aureimonas sp. AU12,Microbe
g__Aureimonas;s__Aureimonas sp. AU40,Microbe
g__Aureimonas;s__Aureimonas sp. N4,Microbe
g__Bartonella;s__Bartonella rattaustraliani,Microbe
g__Bartonella;s__Bartonella taylorii,Microbe
g__Methylocapsa;s__Methylocapsa aurea,Microbe
g__Bosea;s__Bosea sp. BIWAKO-01,Microbe
g__Bosea;s__Bosea sp. LC85,Microbe
g__Bosea;s__Bosea sp. RAC05,Microbe
g__Bosea;s__Bosea sp. UNC402CLCol,Microbe
g__Bosea;s__Bosea vaviloviae,Microbe
g__Bradyrhizobium;s__Bradyrhizobium oligotrophicum,Microbe
g__Bradyrhizobium;s__Bradyrhizobium sp. R5,Microbe
g__Bradyrhizobium;s__Bradyrhizobium sp. STM 3843,Microbe
g__Bradyrhizobium;s__Bradyrhizobium sp. WSM1417,Microbe
g__Nitrobacter;s__Nitrobacter hamburgensis,Microbe
g__Nitrobacter;s__Nitrobacter sp. Nb-311A,Microbe
g__Devosia;s__Devosia limi,Microbe
g__Devosia;s__Devosia riboflavina,Microbe
g__Devosia;s__Devosia sp. LC5,Microbe
g__Devosia;s__Devosia sp. Root635,Microbe
g__Devosia;s__Devosia sp. Root685,Microbe
g__Pelagibacterium;s__Pelagibacterium sp. SCN 63-23,Microbe
g__Prosthecomicrobium;s__Prosthecomicrobium hirschii,Microbe
g__Rhodoplanes;s__Rhodoplanes sp. Z2-YC6860,Microbe
g__Methylobacterium;s__Methylobacterium sp. 285MFTsu5.1,Microbe
g__Methylobacterium;s__Methylobacterium sp. Leaf361,Microbe
g__Methylobacterium;s__Methylobacterium sp. Leaf456,Microbe
g__Methylobacterium;s__Methylobacterium sp. Leaf469,Microbe
g__Methylobacterium;s__Methylobacterium sp. SCN 67-24,Microbe
g__Methylobacterium;s__Methylobacterium sp. UNC378MF,Microbe
g__Methylobacterium;s__Methylobacterium variabile,Microbe
g__Microvirga;s__Microvirga sp. BSC39,Microbe
g__Microvirga;s__Microvirga sp. JC119,Microbe
g__Methylocystis;s__Methylocystis parvus,Microbe
g__Terasakiella;s__Terasakiella pusilla,Microbe
g__Terasakiella;s__Terasakiella sp. PR1,Microbe
g__Aliihoeflea;s__Aliihoeflea sp. 2WW,Microbe
g__Mesorhizobium;s__Mesorhizobium loti,Microbe
g__Mesorhizobium;s__Mesorhizobium sp. 1M-11,Microbe
g__Mesorhizobium;s__Mesorhizobium sp. F7,Microbe
g__Mesorhizobium;s__Mesorhizobium sp. LNHC221B00,Microbe
g__Mesorhizobium;s__Mesorhizobium sp. LNJC399B00,Microbe
g__Mesorhizobium;s__Mesorhizobium sp. LSHC420B00,Microbe
g__Mesorhizobium;s__Mesorhizobium sp. LSJC268A00,Microbe
g__Mesorhizobium;s__Mesorhizobium sp. SCN 65-12,Microbe
g__Mesorhizobium;s__Mesorhizobium sp. WSM1497,Microbe
g__Phyllobacterium;s__Phyllobacterium sp. YR531,Microbe
g__Agrobacterium;s__Agrobacterium rhizogenes,Microbe
g__Agrobacterium;s__Agrobacterium sp. SUL3,Microbe
g__Agrobacterium;s__Agrobacterium vitis,Microbe
g__Candidatus Liberibacter;s__Candidatus Liberibacter solanacearum,Microbe
g__Ensifer;s__Ensifer sp. LCM 4579,Microbe
g__Kaistia;s__Kaistia sp. SCN 65-12,Microbe
g__Rhizobium;s__Rhizobium ecuadorense,Microbe
g__Rhizobium;s__Rhizobium etli,Microbe
g__Rhizobium;s__Rhizobium mesoamericanum,Microbe
g__Rhizobium;s__Rhizobium multihospitium,Microbe
g__Rhizobium;s__Rhizobium sp. CF080,Microbe
g__Rhizobium;s__Rhizobium sp. CF258,Microbe
g__Rhizobium;s__Rhizobium sp. NFR12,Microbe
g__Rhizobium;s__Rhizobium sp. Root482,Microbe
g__Rhizobium;s__Rhizobium sp. Root564,Microbe
g__Rhizobium;s__Rhizobium vignae,Microbe
g__Sinorhizobium;s__Sinorhizobium meliloti,Microbe
g__Afifella;s__Afifella marina,Microbe
g__Roseospirillum;s__Roseospirillum parvum,Microbe
g__Azorhizobium;s__Azorhizobium doebereinerae,Microbe
g__Xanthobacter;s__Xanthobacter autotrophicus,Microbe
g__Xanthobacter;s__Xanthobacter sp. 126,Microbe
g__Euryhalocaulis;s__Euryhalocaulis caribicus,Microbe
g__Hellea;s__Hellea balneolensis,Microbe
g__Hyphomonas;s__Hyphomonas sp. BRH_c22,Microbe
g__Oceanicaulis;s__Oceanicaulis sp. HTCC2633,Microbe
g__Aestuariivita;s__Aestuariivita atlantica,Microbe
g__Aliiroseovarius;s__Aliiroseovarius crassostreae,Microbe
g__Celeribacter;s__Celeribacter halophilus,Microbe
g__Celeribacter;s__Celeribacter indicus,Microbe
g__Dinoroseobacter;s__Dinoroseobacter shibae,Microbe
g__Epibacterium;s__Epibacterium ulvae,Microbe
g__Gemmobacter;s__Gemmobacter nectariphilus,Microbe
g__Jannaschia;s__Jannaschia sp. EhC01,Microbe
g__Labrenzia;s__Labrenzia alexandrii,Microbe
g__Labrenzia;s__Labrenzia sp. OB1,Microbe
g__Leisingera;s__Leisingera aquaemixtae,Microbe
g__Leisingera;s__Leisingera aquimarina,Microbe
g__Leisingera;s__Leisingera methylohalidivorans,Microbe
g__Leisingera;s__Leisingera sp. ANG-M1,Microbe
g__Marinovum;s__Marinovum algicola,Microbe
g__Oceanicola;s__Oceanicola sp. MCTG156(1a),Microbe
g__Oceanicola;s__Oceanicola sp. S124,Microbe
g__Paenirhodobacter;s__Paenirhodobacter sp. MME-103,Microbe
g__Paracoccus;s__Paracoccus alkenifer,Microbe
g__Paracoccus;s__Paracoccus aminophilus,Microbe
g__Paracoccus;s__Paracoccus homiensis,Microbe
g__Paracoccus;s__Paracoccus sp. MKU1,Microbe
g__Phaeobacter;s__Phaeobacter sp. CECT 7735,Microbe
g__Pseudorhodobacter;s__Pseudorhodobacter aquimaris,Microbe
g__Pseudoruegeria;s__Pseudoruegeria lutimaris,Microbe
g__Pseudovibrio;s__Pseudovibrio sp. Ad37,Microbe
g__Pseudovibrio;s__Pseudovibrio sp. Tun.PHSC04-5.I4,Microbe
g__Pseudovibrio;s__Pseudovibrio stylochi,Microbe
g__Rhodobacter;s__Rhodobacter capsulatus,Microbe
g__Rhodobacter;s__Rhodobacter sp. CCB-MM2,Microbe
g__Roseibium;s__Roseibium sp. TrichSKD4,Microbe
g__Rubrimonas;s__Rubrimonas cliftonensis,Microbe
g__Ruegeria;s__Ruegeria mobilis,Microbe
g__Salipiger;s__Salipiger mucosus,Microbe
g__Sediminimonas;s__Sediminimonas qiaohouensis,Microbe
g__Sulfitobacter;s__Sulfitobacter noctilucicola,Microbe
g__Sulfitobacter;s__Sulfitobacter pseudonitzschiae,Microbe
g__Sulfitobacter;s__Sulfitobacter sp. EhC04,Microbe
g__Acidiphilium;s__Acidiphilium angustum,Microbe
g__Acidocella;s__Acidocella aminolytica,Microbe
g__Commensalibacter;s__Commensalibacter intestini,Microbe
g__Gluconacetobacter;s__Gluconacetobacter diazotrophicus,Microbe
g__Komagataeibacter;s__Komagataeibacter europaeus,Microbe
g__Komagataeibacter;s__Komagataeibacter hansenii,Microbe
g__Roseomonas;s__Roseomonas aerilata,Microbe
g__Azospirillum;s__Azospirillum brasilense,Microbe
g__Azospirillum;s__Azospirillum lipoferum,Microbe
g__Caenispirillum;s__Caenispirillum salinarum,Microbe
g__Candidatus Endolissoclinum;s__Candidatus Endolissoclinum faulkneri,Microbe
g__Dongia;s__Dongia sp. URHE0060,Microbe
g__Elstera;s__Elstera litoralis,Microbe
g__Inquilinus;s__Inquilinus limosus,Microbe
g__Magnetospirillum;s__Magnetospirillum caucaseum,Microbe
g__Magnetospirillum;s__Magnetospirillum magnetotacticum,Microbe
g__Magnetospirillum;s__Magnetospirillum moscoviense,Microbe
g__Nitrospirillum;s__Nitrospirillum amazonense,Microbe
g__Oceanibaculum;s__Oceanibaculum pacificum,Microbe
g__Pararhodospirillum;s__Pararhodospirillum photometricum,Microbe
g__Skermanella;s__Skermanella stibiiresistens,Microbe
g__Thalassospira;s__Thalassospira sp. MCCC 1A01148,Microbe
g__Candidatus Jidaibacter;s__Candidatus Jidaibacter acanthamoeba,Microbe
g__Candidatus Odyssella;s__Candidatus Odyssella thessalonicensis,Microbe
g__Caedibacter;s__Candidatus Caedibacter acanthamoebae,Microbe
g__Erythrobacter;s__Erythrobacter sp. AP23,Microbe
g__Erythrobacter;s__Erythrobacter sp. NAP1,Microbe
g__Erythrobacter;s__Erythrobacter sp. QSSC1-22B,Microbe
g__Novosphingobium;s__Novosphingobium fuchskuhlense,Microbe
g__Novosphingobium;s__Novosphingobium resinovorum,Microbe
g__Novosphingobium;s__Novosphingobium rosa,Microbe
g__Novosphingobium;s__Novosphingobium sp. Rr 2-17,Microbe
g__Novosphingobium;s__Novosphingobium tardaugens,Microbe
g__Sphingobium;s__Sphingobium barthaii,Microbe
g__Sphingobium;s__Sphingobium sp. RAC03,Microbe
g__Sphingomonas;s__Sphingomonas haloaromaticamans,Microbe
g__Sphingomonas;s__Sphingomonas hankookensis,Microbe
g__Sphingomonas;s__Sphingomonas soli,Microbe
g__Sphingomonas;s__Sphingomonas sp. Leaf257,Microbe
g__Sphingomonas;s__Sphingomonas sp. Leaf343,Microbe
g__Sphingomonas;s__Sphingomonas sp. MCT13,Microbe
g__Sphingomonas;s__Sphingomonas sp. OV641,Microbe
g__Sphingomonas;s__Sphingomonas sp. PAMC 26605,Microbe
g__Sphingomonas;s__Sphingomonas sp. PR090111-T3T-6A,Microbe
g__Sphingomonas;s__Sphingomonas sp. Y57,Microbe
g__Sphingopyxis;s__Sphingopyxis granuli,Microbe
g__Sphingopyxis;s__Sphingopyxis macrogoltabida,Microbe
g__Sphingopyxis;s__Sphingopyxis sp. MWB1,Microbe
g__Polymorphum;s__Polymorphum gilvum,Microbe
g__Achromobacter;s__Achromobacter piechaudii,Microbe
g__Achromobacter;s__Achromobacter sp. 2789STDY5608607,Microbe
g__Achromobacter;s__Achromobacter sp. 2789STDY5608609,Microbe
g__Achromobacter;s__Achromobacter sp. ATCC35328,Microbe
g__Advenella;s__Advenella kashmirensis,Microbe
g__Azohydromonas;s__Azohydromonas australica,Microbe
g__Bordetella;s__Bordetella ansorpii,Microbe
g__Bordetella;s__Bordetella avium,Microbe
g__Bordetella;s__Bordetella bronchiseptica,Microbe
g__Bordetella;s__Bordetella hinzii,Microbe
g__Bordetella;s__Bordetella pertussis,Microbe
g__Bordetella;s__Bordetella petrii,Microbe
g__Bordetella;s__Bordetella sp. N,Microbe
g__Castellaniella;s__Castellaniella defragrans,Microbe
g__Derxia;s__Derxia gummosa,Microbe
g__Kerstersia;s__Kerstersia gyiorum,Microbe
g__Pelistega;s__Pelistega sp. MC2,Microbe
g__Taylorella;s__Taylorella equigenitalis,Microbe
g__Burkholderia;s__Burkholderia anthina,Microbe
g__Burkholderia;s__Burkholderia calidae,Microbe
g__Burkholderia;s__Burkholderia fortuita,Microbe
g__Burkholderia;s__Burkholderia gladioli,Microbe
g__Burkholderia;s__Burkholderia glebae,Microbe
g__Burkholderia;s__Burkholderia glumae,Microbe
g__Burkholderia;s__Burkholderia multivorans,Microbe
g__Burkholderia;s__Burkholderia pedi,Microbe
g__Burkholderia;s__Burkholderia pyrrocinia,Microbe
g__Burkholderia;s__Burkholderia sp. CCA53,Microbe
g__Burkholderia;s__Burkholderia sp. CCGE1002,Microbe
g__Burkholderia;s__Burkholderia sp. K24,Microbe
g__Burkholderia;s__Burkholderia sp. M701,Microbe
g__Burkholderia;s__Burkholderia sp. USM B20,Microbe
g__Burkholderia;s__Burkholderia sp. yr281,Microbe
g__Burkholderia;s__Burkholderia thailandensis,Microbe
g__Burkholderia;s__Candidatus Burkholderia humilis,Microbe
g__Burkholderia;s__Candidatus Burkholderia verschuerenii,Microbe
g__Burkholderia;s__uncultured Burkholderia sp.,Microbe
g__Caballeronia;s__Burkholderia cordobensis,Microbe
g__Caballeronia;s__Paraburkholderia glathei,Microbe
g__Caballeronia;s__Paraburkholderia humi,Microbe
g__Chitinimonas;s__Chitinimonas koreensis,Microbe
g__Cupriavidus;s__Cupriavidus basilensis,Microbe
g__Cupriavidus;s__Cupriavidus gilardii,Microbe
g__Cupriavidus;s__Cupriavidus metallidurans,Microbe
g__Lautropia;s__Lautropia sp. SCN 69-89,Microbe
g__Lautropia;s__Lautropia sp. SCN 70-15,Microbe
g__Pandoraea;s__Pandoraea norimbergensis,Microbe
g__Pandoraea;s__Pandoraea thiooxydans,Microbe
g__Paraburkholderia;s__Paraburkholderia caledonica,Microbe
g__Paraburkholderia;s__Paraburkholderia fungorum,Microbe
g__Paraburkholderia;s__Paraburkholderia ginsengisoli,Microbe
g__Paraburkholderia;s__Paraburkholderia mimosarum,Microbe
g__Paraburkholderia;s__Paraburkholderia sediminicola,Microbe
g__Paraburkholderia;s__Paraburkholderia tuberum,Microbe
g__Ralstonia;s__Ralstonia solanacearum,Microbe
g__Ralstonia;s__blood disease bacterium R229,Microbe
g__Acidovorax;s__Acidovorax citrulli,Microbe
g__Acidovorax;s__Acidovorax delafieldii,Microbe
g__Acidovorax;s__Acidovorax sp. 12322-1,Microbe
g__Acidovorax;s__Acidovorax sp. JS42,Microbe
g__Acidovorax;s__Acidovorax sp. KKS102,Microbe
g__Acidovorax;s__Acidovorax sp. MR-S7,Microbe
g__Acidovorax;s__Acidovorax sp. NO-1,Microbe
g__Brachymonas;s__Brachymonas denitrificans,Microbe
g__Caldimonas;s__Caldimonas manganoxidans,Microbe
g__Candidatus Symbiobacter;s__Candidatus Symbiobacter mobilis,Microbe
g__Comamonas;s__Comamonas aquatica,Microbe
g__Comamonas;s__Comamonas sp. E6,Microbe
g__Comamonas;s__Comamonas thiooxydans,Microbe
g__Delftia;s__Delftia sp. RIT313,Microbe
g__Diaphorobacter;s__Diaphorobacter sp. J5-51,Microbe
g__Giesbergeria;s__Giesbergeria anulus,Microbe
g__Hydrogenophaga;s__Hydrogenophaga sp. T4,Microbe
g__Limnohabitans;s__Limnohabitans planktonicus,Microbe
g__Limnohabitans;s__Limnohabitans sp. 63ED37-2,Microbe
g__Polaromonas;s__Polaromonas jejuensis,Microbe
g__Polaromonas;s__Polaromonas naphthalenivorans,Microbe
g__Polaromonas;s__Polaromonas sp. CF318,Microbe
g__Polaromonas;s__Polaromonas sp. CG9_12,Microbe
g__Ramlibacter;s__Ramlibacter sp. Leaf400,Microbe
g__Variovorax;s__Variovorax paradoxus,Microbe
g__Variovorax;s__Variovorax sp. OK202,Microbe
g__Variovorax;s__Variovorax sp. WDL1,Microbe
g__Xenophilus;s__Xenophilus azovorans,Microbe
g__Collimonas;s__Collimonas arenae,Microbe
g__Collimonas;s__Collimonas sp. OK242,Microbe
g__Duganella;s__Duganella phyllosphaerae,Microbe
g__Duganella;s__Duganella sp. CF402,Microbe
g__Duganella;s__Duganella sp. Leaf126,Microbe
g__Herbaspirillum;s__Herbaspirillum autotrophicum,Microbe
g__Herbaspirillum;s__Herbaspirillum frisingense,Microbe
g__Herbaspirillum;s__Herbaspirillum sp. B39,Microbe
g__Herbaspirillum;s__Herbaspirillum sp. RV1423,Microbe
g__Herminiimonas;s__Herminiimonas arsenicoxydans,Microbe
g__Herminiimonas;s__Herminiimonas sp. CN,Microbe
g__Janthinobacterium;s__Janthinobacterium sp. HH01,Microbe
g__Janthinobacterium;s__Janthinobacterium sp. KBS0711,Microbe
g__Janthinobacterium;s__Janthinobacterium sp. OK676,Microbe
g__Massilia;s__Massilia sp. BSC265,Microbe
g__Noviherbaspirillum;s__Noviherbaspirillum sp. Root189,Microbe
g__Leptothrix;s__Leptothrix cholodnii,Microbe
g__Methylibium;s__Methylibium petroleiphilum,Microbe
g__Methylibium;s__Methylibium sp. CF059,Microbe
g__Methylibium;s__Methylibium sp. CF468,Microbe
g__Paucibacter;s__Paucibacter sp. KCTC 42545,Microbe
g__Rubrivivax;s__Rubrivivax gelatinosus,Microbe
g__Rubrivivax;s__Rubrivivax sp. SCN 71-131,Microbe
g__Thiomonas;s__Thiomonas bhubaneswarensis,Microbe
g__Xylophilus;s__Xylophilus sp. Leaf220,Microbe
g__Ferriphaselus;s__Ferriphaselus sp. R-1,Microbe
g__Tepidiphilus;s__Tepidiphilus margaritifer,Microbe
g__Methylobacillus;s__Methylobacillus glycogenes,Microbe
g__Methylotenera;s__Methylotenera sp. N17,Microbe
g__Methylotenera;s__Methylotenera sp. RIFCSPLOWO2_02_FULL_45_14,Microbe
g__Methylovorus;s__Methylovorus sp. MM1,Microbe
g__Aquitalea;s__Aquitalea magnusonii,Microbe
g__Chitinilyticum;s__Chitinilyticum aquatile,Microbe
g__Chromobacterium;s__Chromobacterium sp. C-61,Microbe
g__Chromobacterium;s__Chromobacterium subtsugae,Microbe
g__Chromobacterium;s__Chromobacterium vaccinii,Microbe
g__Chromobacterium;s__Chromobacterium violaceum,Microbe
g__Deefgea;s__Deefgea rivuli,Microbe
g__Microvirgula;s__Microvirgula aerodenitrificans,Microbe
g__Alysiella;s__Alysiella crassa,Microbe
g__Amantichitinum;s__Amantichitinum ursilacus,Microbe
g__Bergeriella;s__Bergeriella denitrificans,Microbe
g__Crenobacter;s__Crenobacter luteus,Microbe
g__Kingella;s__Kingella sp. Sch538,Microbe
g__Morococcus;s__Morococcus cerebrosus,Microbe
g__Neisseria;s__Neisseria flavescens,Microbe
g__Neisseria;s__Neisseria lactamica,Microbe
g__Neisseria;s__Neisseria meningitidis,Microbe
g__Neisseria;s__Neisseria polysaccharea,Microbe
g__Neisseria;s__Neisseria sicca,Microbe
g__Neisseria;s__Neisseria sp. 74A18,Microbe
g__Neisseria;s__Neisseria sp. HMSC064E01,Microbe
g__Neisseria;s__Neisseria sp. HMSC065D04,Microbe
g__Neisseria;s__Neisseria sp. HMSC070E12,Microbe
g__Neisseria;s__Neisseria sp. HMSC074B07,Microbe
g__Neisseria;s__Neisseria sp. HMSC078C12,Microbe
g__Neisseria;s__Neisseria sp. HMSC15C08,Microbe
g__Neisseria;s__Neisseria subflava,Microbe
g__Neisseria;s__Neisseria weaveri,Microbe
g__Simonsiella;s__Simonsiella muelleri,Microbe
g__Snodgrassella;s__Snodgrassella alvi,Microbe
g__Snodgrassella;s__Snodgrassella sp. CFCC 13594,Microbe
g__Nitrosomonas;s__Nitrosomonas eutropha,Microbe
g__Nitrosomonas;s__Nitrosomonas sp. AL212,Microbe
g__Nitrosomonas;s__Nitrosomonas sp. Is79A3,Microbe
g__Nitrosomonas;s__Nitrosomonas sp. Nm58,Microbe
g__Nitrosomonas;s__Nitrosomonas ureae,Microbe
g__Nitrosospira;s__Nitrosospira sp. Nl5,Microbe
g__Nitrosospira;s__Nitrosospira sp. NpAV,Microbe
g__Nitrosospira;s__Nitrosospira sp. Nsp18,Microbe
g__Nitrosovibrio;s__Nitrosovibrio tenuis,Microbe
g__Azoarcus;s__Azoarcus olearius,Microbe
g__Azoarcus;s__Azoarcus sp. CIB,Microbe
g__Azoarcus;s__Azoarcus sp. PA01,Microbe
g__Azonexus;s__Azonexus hydrophilus,Microbe
g__Azospira;s__Azospira oryzae,Microbe
g__Azovibrio;s__Azovibrio restrictus,Microbe
g__Methyloversatilis;s__Methyloversatilis discipulorum,Microbe
g__Methyloversatilis;s__Methyloversatilis sp. RAC08,Microbe
g__Propionivibrio;s__Candidatus Propionivibrio aalborgensis,Microbe
g__Rugosibacter;s__Rugosibacter aromaticivorans,Microbe
g__Sulfuritalea;s__Sulfuritalea hydrogenivorans,Microbe
g__Thauera;s__Thauera butanivorans,Microbe
g__Thauera;s__Thauera sp. 27,Microbe
g__Thauera;s__Thauera sp. 63,Microbe
g__Thauera;s__Thauera sp. SWB20,Microbe
g__Thauera;s__Thauera sp. ZV-1-C,Microbe
g__Candidatus Accumulibacter;s__Candidatus Accumulibacter aalborgensis,Microbe
g__Candidatus Accumulibacter;s__Candidatus Accumulibacter phosphatis,Microbe
g__Candidatus Accumulibacter;s__Candidatus Accumulibacter sp. SK-01,Microbe
g__Candidatus Accumulibacter;s__Candidatus Accumulibacter sp. SK-02,Microbe
g__Candidatus Accumulibacter;s__Candidatus Accumulibacter sp. SK-12,Microbe
g__Bacteriovorax;s__Bacteriovorax sp. BAL6_X,Microbe
g__Bdellovibrio;s__Bdellovibrio bacteriovorus,Microbe
g__Halobacteriovorax;s__Halobacteriovorax marinus,Microbe
g__Candidatus Magnetoglobus;s__Candidatus Magnetoglobus multicellularis,Microbe
g__Desulfobacter;s__Desulfobacter postgatei,Microbe
g__Desulfobacter;s__Desulfobacter vibrioformis,Microbe
g__Desulfobacula;s__Desulfobacula phenolica,Microbe
g__Desulfobacula;s__Desulfobacula sp. TS,Microbe
g__Desulfobacula;s__Desulfobacula toluolica,Microbe
g__Desulfotignum;s__Desulfotignum phosphitoxidans,Microbe
g__Desulfobulbus;s__Desulfobulbus elongatus,Microbe
g__Desulfobulbus;s__Desulfobulbus mediterraneus,Microbe
g__Desulfobulbus;s__Desulfobulbus propionicus,Microbe
g__Desulfocapsa;s__Desulfocapsa sulfexigens,Microbe
g__Desulfofustis;s__uncultured Desulfofustis sp. PB-SRB1,Microbe
g__Desulfotalea;s__Desulfotalea psychrophila,Microbe
g__Desulfonatronospira;s__Desulfonatronospira thiodismutans,Microbe
g__Desulfovermiculus;s__Desulfovermiculus halophilus,Microbe
g__Desulfomicrobium;s__Desulfomicrobium baculatum,Microbe
g__Desulfoplanes;s__Desulfoplanes formicivorans,Microbe
g__Desulfonatronum;s__Desulfonatronum lacustre,Microbe
g__Desulfonatronum;s__Desulfonatronum thiosulfatophilum,Microbe
g__Desulfocurvus;s__Desulfocurvus vexinensis,Microbe
g__Desulfovibrio;s__Desulfovibrio brasiliensis,Microbe
g__Desulfovibrio;s__Desulfovibrio fructosivorans,Microbe
g__Desulfovibrio;s__Desulfovibrio hydrothermalis,Microbe
g__Desulfovibrio;s__Desulfovibrio oxyclinae,Microbe
g__Desulfovibrio;s__Desulfovibrio piezophilus,Microbe
g__Halodesulfovibrio;s__Halodesulfovibrio spirochaetisodalis,Microbe
g__Desulfuromonas;s__Desulfuromonas sp. SDB,Microbe
g__Desulfuromonas;s__Desulfuromonas thiophila,Microbe
g__Desulfuromusa;s__Desulfuromusa kysingii,Microbe
g__Pelobacter;s__Pelobacter acetylenicus,Microbe
g__Pelobacter;s__Pelobacter carbinolicus,Microbe
g__Geoalkalibacter;s__Geoalkalibacter ferrihydriticus,Microbe
g__Geobacter;s__Geobacter bemidjiensis,Microbe
g__Geobacter;s__Geobacter bremensis,Microbe
g__Geobacter;s__Geobacter soli,Microbe
g__Geobacter;s__Geobacter sp. M21,Microbe
g__Geobacter;s__Geobacter sp. OR-1,Microbe
g__Geobacter;s__Geobacter sulfurreducens,Microbe
g__Geopsychrobacter;s__Geopsychrobacter electrodiphilus,Microbe
g__Anaeromyxobacter;s__Anaeromyxobacter sp. RBG_16_69_14,Microbe
g__Archangium;s__Archangium gephyra,Microbe
g__Cystobacter;s__Cystobacter fuscus,Microbe
g__Stigmatella;s__Stigmatella erecta,Microbe
